core	gpu	HostToDevice	DeviceToHost
0	0	0.250240	0.251613
0	1	0.250169	0.250482
0	2	0.249989	0.248061
0	3	0.249784	0.250552
1	0	0.251149	0.253270
1	1	0.251292	0.251742
1	2	0.250880	0.249699
1	3	0.250522	0.251894
2	0	0.252163	0.253642
2	1	0.252012	0.252504
2	2	0.251946	0.250221
2	3	0.251580	0.252262
3	0	0.251907	0.253882
3	1	0.251872	0.252811
3	2	0.251680	0.250320
3	3	0.251447	0.252540
4	0	0.253640	0.255077
4	1	0.253560	0.254299
4	2	0.253477	0.251908
4	3	0.253177	0.253712
5	0	0.253194	0.255382
5	1	0.253273	0.254460
5	2	0.253244	0.251933
5	3	0.252967	0.253887
6	0	0.255261	0.257077
6	1	0.255195	0.256280
6	2	0.255251	0.253818
6	3	0.254972	0.255686
7	0	0.255062	0.257189
7	1	0.254978	0.256285
7	2	0.255063	0.253839
7	3	0.254733	0.255671
8	0	0.251494	0.252968
8	1	0.251294	0.251723
8	2	0.251220	0.249317
8	3	0.250889	0.251862
9	0	0.251488	0.253030
9	1	0.251277	0.251927
9	2	0.251135	0.249523
9	3	0.250766	0.251907
10	0	0.253358	0.254743
10	1	0.253185	0.253788
10	2	0.253176	0.251354
10	3	0.252818	0.253432
11	0	0.253113	0.254941
11	1	0.253132	0.253920
11	2	0.253024	0.251439
11	3	0.252675	0.253492
12	0	0.254785	0.256246
12	1	0.254694	0.255296
12	2	0.254676	0.252927
12	3	0.254333	0.254941
13	0	0.254382	0.256390
13	1	0.254457	0.255475
13	2	0.254461	0.252992
13	3	0.254144	0.254934
14	0	0.256548	0.258009
14	1	0.256437	0.257226
14	2	0.256554	0.254960
14	3	0.256224	0.256939
15	0	0.256276	0.258210
15	1	0.256218	0.257247
15	2	0.256380	0.255024
15	3	0.256037	0.256865
16	0	0.250411	0.251346
16	1	0.250296	0.250117
16	2	0.249732	0.248154
16	3	0.249400	0.250886
17	0	0.250325	0.251537
17	1	0.250221	0.250405
17	2	0.249629	0.248347
17	3	0.249350	0.251105
18	0	0.252309	0.253260
18	1	0.252152	0.252296
18	2	0.251821	0.250212
18	3	0.251430	0.252284
19	0	0.251911	0.253556
19	1	0.251964	0.252270
19	2	0.251501	0.250319
19	3	0.251136	0.252602
20	0	0.253781	0.254884
20	1	0.253694	0.253918
20	2	0.253318	0.251917
20	3	0.252941	0.253752
21	0	0.253353	0.254980
21	1	0.253342	0.254020
21	2	0.253031	0.251891
21	3	0.252706	0.253966
22	0	0.255437	0.256637
22	1	0.255368	0.255805
22	2	0.255010	0.253812
22	3	0.254713	0.255774
23	0	0.255127	0.256726
23	1	0.255184	0.255769
23	2	0.254800	0.253863
23	3	0.254459	0.255725
24	0	0.251529	0.252532
24	1	0.251461	0.251325
24	2	0.250928	0.249385
24	3	0.250702	0.251993
25	0	0.251505	0.252744
25	1	0.251489	0.251608
25	2	0.250811	0.249618
25	3	0.250561	0.252238
26	0	0.253360	0.254310
26	1	0.253289	0.253345
26	2	0.252967	0.251315
26	3	0.252612	0.253561
27	0	0.253189	0.254552
27	1	0.253251	0.253638
27	2	0.252637	0.251582
27	3	0.252464	0.253677
28	0	0.254947	0.256038
28	1	0.254871	0.255169
28	2	0.254604	0.253119
28	3	0.254245	0.254827
29	0	0.254584	0.256251
29	1	0.254613	0.255206
29	2	0.254251	0.253210
29	3	0.253915	0.255026
30	0	0.256659	0.257639
30	1	0.256650	0.257049
30	2	0.256317	0.255018
30	3	0.256070	0.256823
31	0	0.256405	0.257939
31	1	0.256543	0.256925
31	2	0.256173	0.255106
31	3	0.255754	0.257013
32	0	0.241050	0.268521
32	1	0.241092	0.267260
32	2	0.241879	0.266327
32	3	0.241704	0.267243
33	0	0.240983	0.268713
33	1	0.240940	0.267480
33	2	0.241715	0.266658
33	3	0.241518	0.267659
34	0	0.242932	0.270132
34	1	0.242904	0.269004
34	2	0.243733	0.267968
34	3	0.243615	0.268989
35	0	0.242574	0.270484
35	1	0.242752	0.269218
35	2	0.243382	0.268405
35	3	0.243149	0.269467
36	0	0.244573	0.271697
36	1	0.244619	0.270666
36	2	0.245401	0.269683
36	3	0.245339	0.270867
37	0	0.244004	0.272168
37	1	0.244236	0.270944
37	2	0.244908	0.270154
37	3	0.244823	0.271269
38	0	0.246217	0.273752
38	1	0.246309	0.272587
38	2	0.247083	0.271581
38	3	0.246942	0.273039
39	0	0.245906	0.274110
39	1	0.246004	0.272735
39	2	0.246685	0.271823
39	3	0.246553	0.273157
40	0	0.242326	0.269714
40	1	0.242289	0.268524
40	2	0.243135	0.267568
40	3	0.242920	0.268585
41	0	0.242251	0.270101
41	1	0.242163	0.268710
41	2	0.242931	0.267962
41	3	0.242730	0.268965
42	0	0.244230	0.271479
42	1	0.244221	0.270249
42	2	0.244968	0.269324
42	3	0.244819	0.270452
43	0	0.243919	0.271761
43	1	0.244132	0.270579
43	2	0.244714	0.269697
43	3	0.244542	0.270909
44	0	0.245870	0.273067
44	1	0.245911	0.271950
44	2	0.246700	0.270900
44	3	0.246576	0.272256
45	0	0.245506	0.273486
45	1	0.245730	0.272320
45	2	0.246397	0.271299
45	3	0.246240	0.272712
46	0	0.247545	0.275145
46	1	0.247602	0.273950
46	2	0.248414	0.273019
46	3	0.248310	0.274313
47	0	0.247318	0.275175
47	1	0.247422	0.274098
47	2	0.248110	0.273067
47	3	0.248018	0.274424
48	0	0.242114	0.270490
48	1	0.242136	0.268572
48	2	0.243133	0.267776
48	3	0.242998	0.268602
49	0	0.242183	0.270645
49	1	0.242169	0.268830
49	2	0.242962	0.268060
49	3	0.242809	0.268945
50	0	0.244096	0.271990
50	1	0.244078	0.270339
50	2	0.245078	0.269319
50	3	0.244951	0.270474
51	0	0.243713	0.272368
51	1	0.243896	0.270576
51	2	0.244633	0.269831
51	3	0.244433	0.270916
52	0	0.245822	0.273746
52	1	0.245842	0.272051
52	2	0.246767	0.270944
52	3	0.246664	0.272303
53	0	0.245421	0.274215
53	1	0.245623	0.272328
53	2	0.246426	0.271410
